Track Name,Artist,Album,Release Date,Track ID,URL,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature,like,t
CHIHIRO,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,7BRD7x5pt8Lqa1eGYC4dzj,https://open.spotify.com/track/7BRD7x5pt8Lqa1eGYC4dzj,0.7,0.425,7,-12.531,1,0.0529,0.144,0.879,0.083,0.521,110.015,303440,4,0,96
OMG,NewJeans,NewJeans 'OMG',2023-01-02,65FftemJ1DbbZ45DUfHJXE,https://open.spotify.com/track/65FftemJ1DbbZ45DUfHJXE,0.804,0.771,9,-4.067,0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,212253,4,1,97
Deep Green,Christian Kuria,Suspension of Disbelief,2022-11-29,2xGGpmywtvPY3h7JkcwP1E,https://open.spotify.com/track/2xGGpmywtvPY3h7JkcwP1E,0.548,0.644,2,-5.621,1,0.026,0.0883,8.54e-05,0.0834,0.466,87.798,203182,4,1,98
Grenade - Acoustic,Bruno Mars,The Grenade Sessions,2011-02-08,7Cj2tT0m2SBeIO1PsGfk8A,https://open.spotify.com/track/7Cj2tT0m2SBeIO1PsGfk8A,0.639,0.393,2,-6.314,0,0.0309,0.819,0.0,0.0891,0.363,97.917,249535,4,1,99
Dial Drunk (with Post Malone),Noah Kahan,Dial Drunk (with Post Malone),2023-07-18,22VHOlVYBqytsrAqV8yXBK,https://open.spotify.com/track/22VHOlVYBqytsrAqV8yXBK,0.669,0.606,8,-7.193,1,0.0292,0.124,0.0,0.112,0.69,112.108,213817,4,0,100
Perfect,One Direction,Made In The A.M. (Deluxe Edition),2015-11-13,3NLnwwAQbbFKcEcV8hDItk,https://open.spotify.com/track/3NLnwwAQbbFKcEcV8hDItk,0.648,0.822,11,-5.231,0,0.0749,0.0598,0.0,0.119,0.397,99.933,230333,4,1,101
Yummy,Justin Bieber,Changes,2020-02-14,16wAOAZ2OkqoIDN7TpChjR,https://open.spotify.com/track/16wAOAZ2OkqoIDN7TpChjR,0.677,0.506,9,-6.652,0,0.0964,0.345,0.0,0.118,0.497,145.843,208520,4,1,102
First Class,Jack Harlow,Come Home The Kids Miss You,2022-05-06,0wHFktze2PHC5jDt3B17DC,https://open.spotify.com/track/0wHFktze2PHC5jDt3B17DC,0.902,0.582,5,-5.902,0,0.109,0.111,3.18e-06,0.111,0.332,107.005,173948,4,1,103
Slow It Down,Benson Boone,Fireworks & Rollerblades,2024-04-05,51eSHglvG1RJXtL3qI5trr,https://open.spotify.com/track/51eSHglvG1RJXtL3qI5trr,0.432,0.583,8,-4.682,1,0.0687,0.174,0.0,0.0933,0.544,181.489,161831,4,0,104
Can You Love Me Tonight?,KAIRO,Love Letters From Houston,2022-05-25,38ZK4BFDqxUrEsjuC6DA5X,https://open.spotify.com/track/38ZK4BFDqxUrEsjuC6DA5X,0.727,0.644,8,-5.348,0,0.0328,0.0924,1.69e-06,0.184,0.934,124.01,195152,4,1,105
"thank u, next",Ariana Grande,"thank u, next",2019-02-08,3e9HZxeyfWwjeyPAMmWSSQ,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,0.72,0.654,1,-5.634,1,0.0647,0.227,0.0,0.101,0.411,106.976,207320,4,1,106
redrum,21 Savage,american dream,2024-01-12,52eIcoLUM25zbQupAZYoFh,https://open.spotify.com/track/52eIcoLUM25zbQupAZYoFh,0.625,0.733,2,-8.757,1,0.0488,0.00598,0.000983,0.375,0.244,172.09,270698,4,0,107
spite,Charlotte Sands,can we start over?,2024-01-24,536ZTi6wWJQ2gYXkXnJwVX,https://open.spotify.com/track/536ZTi6wWJQ2gYXkXnJwVX,0.709,0.95,9,-4.448,1,0.102,0.00446,0.0182,0.0292,0.862,142.012,187596,4,0,108
OOOUUU,Young M.A,Herstory,2017-04-27,7JYsArznYOjX2jsrT3UEnL,https://open.spotify.com/track/7JYsArznYOjX2jsrT3UEnL,0.643,0.847,7,-3.151,1,0.439,0.532,0.0,0.154,0.569,166.023,234650,4,0,109
Suge,DaBaby,Baby On Baby,2019-03-01,2gwkD6igEhQbDQegRCcdoB,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445,163320,4,0,110
Here With Me,d4vd,Petals to Thorns,2023-05-26,5LrN7yUQAzvthd4QujgPFr,https://open.spotify.com/track/5LrN7yUQAzvthd4QujgPFr,0.575,0.45,4,-9.306,1,0.0259,0.531,6.59e-05,0.124,0.263,132.039,242485,4,0,111
Hurts Me,Tory Lanez,Hurts Me,2023-06-27,0RBw4ODUQPO4cuAOZtBGga,https://open.spotify.com/track/0RBw4ODUQPO4cuAOZtBGga,0.553,0.786,8,-5.477,0,0.0325,0.0438,0.0,0.119,0.673,149.968,140801,4,1,112
I Can Do It With a Broken Heart,Taylor Swift,THE TORTURED POETS DEPARTMENT,2024-04-18,4q5YezDOIPcoLr8R81x9qy,https://open.spotify.com/track/4q5YezDOIPcoLr8R81x9qy,0.701,0.751,0,-8.39,1,0.0502,0.123,0.0,0.15,0.22,129.994,218005,4,0,113
The Middle,Zedd,The Middle,2018-01-23,09IStsImFySgyp0pIQdqAc,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4,1,114
OUT WEST (feat. Young Thug),JACKBOYS,JACKBOYS,2019-12-27,6gi6y1xwmVszDWkUqab1qw,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,157712,4,0,115
WITHOUT YOU,The Kid LAROI,F*CK LOVE 3+: OVER YOU,2021-07-27,1KMkcUvF7m3SDChDOa7i5L,https://open.spotify.com/track/1KMkcUvF7m3SDChDOa7i5L,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385,4,0,116
Love Me Harder,Ariana Grande,My Everything (Deluxe),2014-08-22,5J4ZkQpzMUFojo1CtAZYpn,https://open.spotify.com/track/5J4ZkQpzMUFojo1CtAZYpn,0.486,0.712,1,-4.388,0,0.0328,0.00936,0.0,0.0764,0.244,99.128,236133,4,1,117
Ballin' (with Roddy Ricch),Mustard,Perfect Ten,2019-06-28,3QzAOrNlsabgbMwlZt7TAY,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,0.809,0.545,7,-6.678,1,0.0734,0.392,0.0,0.151,0.244,97.008,180435,4,0,118
Cool With You,NewJeans,NewJeans 2nd EP 'Get Up',2023-07-21,02wk5BttM0QL38ERjLPQJB,https://open.spotify.com/track/02wk5BttM0QL38ERjLPQJB,0.752,0.65,5,-6.683,0,0.12,0.653,0.00136,0.105,0.532,134.993,147880,4,0,119
Nonsense,Sabrina Carpenter,emails i can't send,2022-07-15,6dgUya35uo964z7GZXM07g,https://open.spotify.com/track/6dgUya35uo964z7GZXM07g,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,163648,4,1,120
Bubble Gum,NewJeans,How Sweet,2024-05-24,19D8LNpWwIPpi6hs9BG7dq,https://open.spotify.com/track/19D8LNpWwIPpi6hs9BG7dq,0.758,0.709,9,-3.589,1,0.0447,0.138,0.0,0.0765,0.529,105.005,200267,4,1,121
My Type,Saweetie,ICY,2019-03-29,5KBARWIxeMGkvUax9VtVC9,https://open.spotify.com/track/5KBARWIxeMGkvUax9VtVC9,0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038,126446,4,0,122
Kill Bill,SZA,SOS,2022-12-09,3OHfY25tqY28d16oZczHc8,https://open.spotify.com/track/3OHfY25tqY28d16oZczHc8,0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993,153947,4,0,123
Straight up & Down,Bruno Mars,24K Magic,2016-11-17,2mrZYZGmPFV3QOyYPZ1zsn,https://open.spotify.com/track/2mrZYZGmPFV3QOyYPZ1zsn,0.552,0.733,3,-6.898,0,0.0933,0.0209,0.0,0.0858,0.643,143.56,198187,4,1,124
Go Fast Go Slow,Dolores Forever,Go Fast Go Slow,2024-05-29,3oZrkb4jSbqgCnHpe7x6Bz,https://open.spotify.com/track/3oZrkb4jSbqgCnHpe7x6Bz,0.647,0.848,6,-5.832,1,0.0323,0.158,0.0,0.341,0.863,119.965,219613,4,0,125
I'm Yours,Stephen Dawes,I'm Yours,2024-05-31,31QOLUDQM4LKB7Sg2aOEMF,https://open.spotify.com/track/31QOLUDQM4LKB7Sg2aOEMF,0.609,0.687,2,-6.718,1,0.0466,0.0254,0.0,0.346,0.447,126.925,162821,4,0,126
OMG,Leigh-Anne,No Hard Feelings,2024-05-31,5EfJsHmAPhnzQB4L6wz5FT,https://open.spotify.com/track/5EfJsHmAPhnzQB4L6wz5FT,0.79,0.817,5,-6.355,1,0.165,0.36,3.07e-05,0.201,0.634,95.039,133986,4,0,127
I Feel It Coming,The Weeknd,Starboy,2016-11-25,3dhjNA0jGA8vHBQ1VdD6vV,https://open.spotify.com/track/3dhjNA0jGA8vHBQ1VdD6vV,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,269187,4,1,128
one of wun,Gunna,One of Wun,2024-05-10,4Na2HfNSr58chvfX69fy36,https://open.spotify.com/track/4Na2HfNSr58chvfX69fy36,0.915,0.453,10,-4.589,0,0.27,0.0872,0.000163,0.104,0.287,139.943,144000,4,0,129
Finesse - Remix; feat. Cardi B,Bruno Mars,Finesse (Remix) [feat. Cardi B],2017-12-20,3Vo4wInECJQuz9BIBMOu8i,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4,1,130
Surround Sound (feat. 21 Savage & Baby Tate),JID,The Forever Story (Extended Version),2022-10-31,1udwFobQ1JoOdWPQrp2b6u,https://open.spotify.com/track/1udwFobQ1JoOdWPQrp2b6u,0.574,0.567,7,-7.126,0,0.465,0.164,0.0,0.258,0.526,75.965,229938,4,0,131
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,Hollywood's Bleeding,2019-09-06,0RiRZpuVRbi7oqRdSMwhQY,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,157560,4,1,132
Sprinter,Dave,Sprinter,2023-06-01,2FDTHlrBguDzQkp7PVj16Q,https://open.spotify.com/track/2FDTHlrBguDzQkp7PVj16Q,0.918,0.681,1,-4.705,1,0.201,0.263,0.0,0.0615,0.706,139.057,229133,4,0,133
Kill Bill,SZA,SOS,2022-12-08,1Qrg8KqiBpW07V7PNxwwwL,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,153947,4,1,134
Sky,Playboi Carti,Whole Lotta Red,2020-12-25,29TPjc8wxfz4XMn21O7VsZ,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ,0.785,0.903,2,-4.184,1,0.21,0.258,0.0,0.169,0.565,139.98,193234,4,0,135
Starboy,The Weeknd,Starboy,2016-11-25,7MXVkk9YMctZqd1Srtv4MB,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453,4,0,136
WOULD YOU?,Lay Bankz,After 7,2024-05-27,4375FaARAe3R3PMzdIdtKS,https://open.spotify.com/track/4375FaARAe3R3PMzdIdtKS,0.765,0.494,2,-8.557,0,0.156,0.104,0.0,0.117,0.643,140.009,155000,4,0,137
Jumpman,Drake,What A Time To Be Alive,2015-09-20,27GmP9AWRs744SzKcpJsTZ,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ,0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142.079,205879,4,0,138
Going Bad (feat. Drake),Meek Mill,Championships,2018-11-30,2IRZnDFmlqMuOrYOLnZZyc,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522,4,0,139
LEVII'S JEANS,Beyoncé,COWBOY CARTER,2024-03-29,2UDARQiksl207HcSduDpov,https://open.spotify.com/track/2UDARQiksl207HcSduDpov,0.755,0.43,1,-7.482,1,0.0359,0.302,2.71e-06,0.121,0.325,115.964,257699,4,0,140
Check,Young Thug,Barter 6,2015-04-16,1jk9c0gZI0wbn5GvAj7PBV,https://open.spotify.com/track/1jk9c0gZI0wbn5GvAj7PBV,0.667,0.581,0,-5.164,0,0.323,0.0428,0.0,0.183,0.368,110.953,230693,4,0,141
Hell N Back (feat. Summer Walker),Bakar,Halo,2023-09-21,0jcw8cJf3TNMZN0BXlueML,https://open.spotify.com/track/0jcw8cJf3TNMZN0BXlueML,0.64,0.673,5,-4.519,0,0.563,0.288,2.15e-06,0.113,0.736,209.942,195147,4,0,142
Roll in Peace (feat. XXXTENTACION),Kodak Black,Project Baby 2: All Grown Up,2017-08-18,40oKW22ZNNkEdZLJTScaQI,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI,0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053,213132,4,0,143
don't tell me i'm going to hell,Jean Seizure,don't tell me that i'm going to hell,2024-05-31,2evOGNgFQEAhArKH7R8sWv,https://open.spotify.com/track/2evOGNgFQEAhArKH7R8sWv,0.47,0.486,1,-7.547,1,0.0519,0.449,0.0,0.0981,0.403,98.396,229167,4,0,144
All Over Again,Zolita,Queen of Hearts,2024-05-31,78kaWaza97WrIqCGDs0bYF,https://open.spotify.com/track/78kaWaza97WrIqCGDs0bYF,0.616,0.896,9,-3.835,1,0.131,0.0152,0.0,0.25,0.495,169.953,169000,4,0,145
Ultimate,Denzel Curry,Ultimate,2015-01-01,6R0GRYk2vs2XuBVemYK5YZ,https://open.spotify.com/track/6R0GRYk2vs2XuBVemYK5YZ,0.493,0.826,9,-3.106,1,0.311,0.095,3.42e-06,0.252,0.75,112.865,189974,4,0,146
What Do You Mean?,Justin Bieber,Purpose (Deluxe),2015-11-13,4B0JvthVoAAuygILe3n4Bs,https://open.spotify.com/track/4B0JvthVoAAuygILe3n4Bs,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,4,1,147
Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,HEROES & VILLAINS,2022-12-02,0vjeOZ3Ft5jvAi9SBFJm1j,https://open.spotify.com/track/0vjeOZ3Ft5jvAi9SBFJm1j,0.709,0.583,5,-5.298,0,0.204,0.138,2.97e-06,0.195,0.533,116.624,182667,4,0,148
Lemonade (feat. NAV),Internet Money,B4 The Storm,2020-08-28,1p0rEzrK7YtdRZVtiyV7RN,https://open.spotify.com/track/1p0rEzrK7YtdRZVtiyV7RN,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,195429,4,0,149
Lovin On Me,Jack Harlow,Lovin On Me,2023-11-10,4xhsWYTOGcal8zt0J161CU,https://open.spotify.com/track/4xhsWYTOGcal8zt0J161CU,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,138411,4,0,150
Wake Up in the Sky,Gucci Mane,Evil Genius,2018-12-07,2G1tXoGBaEMJ7FKGnkf6ud,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.367,0.367,143.01,203161,4,1,151
Stressed Out,Twenty One Pilots,Blurryface,2015-05-15,3CRDbSIZ4r5MsZ0YwxuEkn,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4,1,152
Super Shy,NewJeans,NewJeans 2nd EP 'Get Up',2023-07-21,0kwrPQkiGVE8KTHalH1uMo,https://open.spotify.com/track/0kwrPQkiGVE8KTHalH1uMo,0.776,0.817,5,-6.018,0,0.0748,0.18,3.44e-05,0.146,0.515,149.921,154667,4,1,153
Ditto,NewJeans,Ditto,2022-12-19,3r8RuvgbX9s7ammBn07D3W,https://open.spotify.com/track/3r8RuvgbX9s7ammBn07D3W,0.814,0.641,6,-5.957,0,0.111,0.027,0.0,0.0993,0.183,133.854,185507,4,1,154
Sunroof,Nicky Youre,Good Times Go,2023-06-09,5YqEzk3C5c3UZ1D5fJUlXA,https://open.spotify.com/track/5YqEzk3C5c3UZ1D5fJUlXA,0.768,0.714,10,-5.11,1,0.0401,0.352,0.0,0.15,0.842,131.443,163026,4,0,155
As It Was,Harry Styles,Harry's House,2022-05-20,4Dvkj6JhhA12EX05fT7y2e,https://open.spotify.com/track/4Dvkj6JhhA12EX05fT7y2e,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4,1,156
Better Now,Post Malone,beerbongs & bentleys,2018-04-27,7dt6x5M1jzdTEt8oCbisTK,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,0.674,0.578,10,-5.804,1,0.0408,0.331,0.0,0.135,0.34,145.07,231267,4,1,157
Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,Popular (Music from the HBO Original Series),2023-06-02,6WzRpISELf3YglGAh7TXcG,https://open.spotify.com/track/6WzRpISELf3YglGAh7TXcG,0.854,0.674,1,-6.23,1,0.184,0.0517,8.53e-05,0.509,0.848,99.022,215467,4,1,158
One Last Time,Ariana Grande,My Everything (Deluxe),2014-08-22,7xoUc6faLbCqZO6fQEYprd,https://open.spotify.com/track/7xoUc6faLbCqZO6fQEYprd,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.025,197267,4,1,159
Someone To Love,Christian French,Someone To Love,2024-05-31,1y90XHF7xM8e9OwQtb7kP9,https://open.spotify.com/track/1y90XHF7xM8e9OwQtb7kP9,0.557,0.665,1,-5.97,1,0.0427,0.288,0.0,0.133,0.415,159.83,189047,4,0,160
LUNA,Feid,FERXXOCALIPSIS,2023-12-01,7bywjHOc0wSjGGbj04XbVi,https://open.spotify.com/track/7bywjHOc0wSjGGbj04XbVi,0.774,0.86,7,-2.888,0,0.13,0.131,0.0,0.116,0.446,100.019,196800,4,0,161
Save Your Tears,The Weeknd,After Hours,2020-03-20,5QO79kh1waicV47BqGRL3g,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,0.679,0.825,0,-5.487,1,0.0309,0.0212,1.21e-05,0.543,0.644,118.049,215627,4,1,162
Jimmy Cooks (feat. 21 Savage),Drake,"Honestly, Nevermind",2022-06-17,3F5CgOj3wFlRv51JsHbxhe,https://open.spotify.com/track/3F5CgOj3wFlRv51JsHbxhe,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365,4,0,163
Mirrors,Justin Timberlake,The 20/20 Experience (Deluxe Version),2013-03-15,4rHZZAmHpZrA3iH5zx8frV,https://open.spotify.com/track/4rHZZAmHpZrA3iH5zx8frV,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147,4,1,164
Get Up,NewJeans,NewJeans 2nd EP 'Get Up',2023-07-21,1wUnuiXMMvhudmzvcCtlZP,https://open.spotify.com/track/1wUnuiXMMvhudmzvcCtlZP,0.525,0.526,5,-7.03,1,0.0534,0.634,0.127,0.103,0.562,85.274,36227,3,0,165
Better,Khalid,Suncity,2018-10-19,2OpBganfGk2GVdSlRdxzaX,https://open.spotify.com/track/2OpBganfGk2GVdSlRdxzaX,0.695,0.586,0,-10.315,0,0.0658,0.102,0.317,0.113,0.112,98.035,229320,4,0,166
happy later,sad alex,happy later,2024-05-31,7g8T8aD1LetMjiMTISXvAt,https://open.spotify.com/track/7g8T8aD1LetMjiMTISXvAt,0.726,0.594,2,-7.043,1,0.163,0.342,0.0,0.333,0.63,82.005,166555,4,0,167
The Anchor & The Kite,Forest Blakk,Undone (Love & Loss) [Deluxe],2024-04-18,14GaOalWhixmfpfFVw8ycy,https://open.spotify.com/track/14GaOalWhixmfpfFVw8ycy,0.469,0.396,8,-11.088,1,0.0439,0.613,0.0,0.135,0.448,97.403,158813,4,0,168
Nice to Meet You,Imagine Dragons,Nice to Meet You,2024-05-24,7sxb5C2mE0l5xfSL9M2hxQ,https://open.spotify.com/track/7sxb5C2mE0l5xfSL9M2hxQ,0.674,0.767,0,-6.86,1,0.116,0.0134,6.95e-06,0.358,0.69,105.029,190760,4,0,169
No Role Modelz,J. Cole,2014 Forest Hills Drive,2014-12-09,68Dni7IE4VyPkTOH9mRWHr,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr,0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028,292799,4,0,170
Stick Season,Noah Kahan,Stick Season,2022-10-14,0mflMxspEfB0VbI1kyLiAv,https://open.spotify.com/track/0mflMxspEfB0VbI1kyLiAv,0.664,0.5,9,-6.935,1,0.0651,0.799,0.0,0.0966,0.801,117.896,182347,4,0,171
Snooze,SZA,SOS,2022-12-09,4iZ4pt7kvcaH6Yo8UoZ4s2,https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,201800,4,1,172
DNA.,Kendrick Lamar,DAMN.,2017-04-14,6HZILIRieu8S0iqY8kIKhj,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913,185947,4,1,173
MILLION DOLLAR BABY,Tommy Richman,MILLION DOLLAR BABY,2024-04-26,7fzHQizxTqy8wTXwlrgPQQ,https://open.spotify.com/track/7fzHQizxTqy8wTXwlrgPQQ,0.849,0.699,1,-5.106,0,0.0436,0.0982,0.000215,0.068,0.927,138.003,155152,4,1,174
Car's Outside,James Arthur,YOU,2019-10-18,0otRX6Z89qKkHkQ9OqJpKt,https://open.spotify.com/track/0otRX6Z89qKkHkQ9OqJpKt,0.338,0.562,9,-7.181,1,0.029,0.039,0.0,0.107,0.259,149.907,248373,4,1,175
RODEO,Warren Hue,RODEO,2024-05-31,0XHFv970OR2DsFuZ5wphN2,https://open.spotify.com/track/0XHFv970OR2DsFuZ5wphN2,0.268,0.737,10,-5.486,1,0.0399,0.652,0.0,0.622,0.416,167.602,161652,3,0,176
Congratulations,Post Malone,Stoney (Deluxe),2016-12-09,3a1lNhkSLSkpJE4MSHpDu9,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,0.63,0.804,6,-4.183,1,0.0364,0.215,0.0,0.253,0.492,123.146,220293,4,0,177
Look Alive (feat. Drake),BlocBoy JB,Simi,2018-05-04,6HJ34Zyw6bg8yGm28AxLXf,https://open.spotify.com/track/6HJ34Zyw6bg8yGm28AxLXf,0.918,0.58,10,-7.501,1,0.322,0.00108,6.12e-05,0.106,0.611,139.977,181415,4,0,178
Stuck with U (with Justin Bieber),Ariana Grande,Stuck with U,2020-05-08,4HBZA5flZLE435QTztThqH,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,228482,3,1,179
Style,Taylor Swift,1989 (Deluxe),2014-01-01,0ug5NqcwcFR2xrfTkc7k8e,https://open.spotify.com/track/0ug5NqcwcFR2xrfTkc7k8e,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,231000,4,1,180
Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,For All The Dogs,2023-10-06,1yeB8MUNeLo9Ek1UEpsyz6,https://open.spotify.com/track/1yeB8MUNeLo9Ek1UEpsyz6,0.636,0.729,2,-4.495,1,0.055,0.0458,0.0,0.384,0.141,146.009,319192,4,1,181
Pull Up (feat. Tory Lanez) - G-Mix,Mark Battles,Pull Up (feat. Tory Lanez) - G-Mix,2024-05-31,3HHoOijGEwmZZlD7jMJ9uR,https://open.spotify.com/track/3HHoOijGEwmZZlD7jMJ9uR,0.819,0.513,7,-9.304,0,0.146,0.303,0.0,0.0954,0.585,119.994,188000,4,0,182
Hurt,NewJeans,NewJeans 1st EP 'New Jeans',2022-08-01,5expoVGQPvXuwBBFuNGqBd,https://open.spotify.com/track/5expoVGQPvXuwBBFuNGqBd,0.599,0.446,10,-6.511,0,0.0833,0.731,0.0,0.105,0.567,179.877,177947,4,0,183
As It Was,Harry Styles,As It Was,2022-03-31,4LRPiXqCikLlN15c3yImP7,https://open.spotify.com/track/4LRPiXqCikLlN15c3yImP7,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4,1,184
Messy,Lola Young,Messy,2024-05-30,3SKH53SPQbEnZR4cJPVaz2,https://open.spotify.com/track/3SKH53SPQbEnZR4cJPVaz2,0.797,0.549,9,-5.81,1,0.0373,0.105,0.00343,0.123,0.647,110.981,284069,4,0,185
Best Time,Brent Faiyaz,Larger Than Life,2023-10-27,1zgHn1EqUyA0HqNYMdJ5ia,https://open.spotify.com/track/1zgHn1EqUyA0HqNYMdJ5ia,0.81,0.307,9,-7.215,1,0.12,0.16,0.00298,0.0779,0.697,92.995,82509,4,0,186
Get Over Him,Ziva Magnolya,Get Over Him,2024-05-30,4lIQwnb1WHfdLf1YJHR31G,https://open.spotify.com/track/4lIQwnb1WHfdLf1YJHR31G,0.719,0.75,9,-3.218,1,0.0552,0.29,1.08e-05,0.151,0.703,98.751,186714,4,0,187
U My Everything (feat. Drake),Sexyy Red,In Sexyy We Trust,2024-05-23,5ajntPJGa5UNKqJEbsAa93,https://open.spotify.com/track/5ajntPJGa5UNKqJEbsAa93,0.627,0.782,6,-5.566,0,0.164,0.0361,0.0,0.252,0.806,145.123,225133,4,0,188
we can't be friends (wait for your love),Ariana Grande,eternal sunshine,2024-03-08,51ZQ1vr10ffzbwIjDCwqm4,https://open.spotify.com/track/51ZQ1vr10ffzbwIjDCwqm4,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,228639,4,0,189
I Just Wanted You,Openside,Episode Two: Waiting For Love,2019-05-03,75sH7jX76CCvGeEbdBVT7Z,https://open.spotify.com/track/75sH7jX76CCvGeEbdBVT7Z,0.709,0.718,10,-6.332,1,0.0537,0.134,0.0,0.117,0.646,114.991,214965,4,1,190
Love Affair,UMI,Love Language,2019-10-30,4ZaRg5Sf4TKr0YcFRLh7QJ,https://open.spotify.com/track/4ZaRg5Sf4TKr0YcFRLh7QJ,0.613,0.488,8,-7.37,1,0.0964,0.129,2.13e-05,0.335,0.183,172.076,190960,4,1,191
March Madness,Future,56 Nights,2015-03-21,3WcC6NH9J77xPEvj1SOL7z,https://open.spotify.com/track/3WcC6NH9J77xPEvj1SOL7z,0.5,0.69,8,-4.448,1,0.312,0.159,0.0,0.104,0.371,180.206,244511,3,0,192
SICKO MODE,Travis Scott,ASTROWORLD,2018-08-03,2xLMifQCjDGFmkHkpNLD9h,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,4,1,193
Pray For Me,The Weeknd,The Highlights,2021-02-05,6huNf4dutXRjJyGn7f5BPS,https://open.spotify.com/track/6huNf4dutXRjJyGn7f5BPS,0.732,0.678,2,-4.977,1,0.0886,0.0867,2.41e-05,0.112,0.196,100.626,211421,4,1,194
